fecha,extra,super,diesel,extra_lag1,extra_lag7,extra_lag30,super_lag1,super_lag7,super_lag30,diesel_lag1,diesel_lag7,diesel_lag30,extra_rolling7,extra_rolling30,super_rolling7,super_rolling30,diesel_rolling7,diesel_rolling30,dia_semana,mes,es_fin_semana
2022-04-02,1860.506,120.815,2367.376,1551.9569999999999,1732.918,1896.838,49.728,25.194,75.272,2468.44,3167.264,2265.457,1588.8914285714286,1622.7376666666667,87.00842857142857,83.30738666666666,2758.7394285714286,2638.2762,5,4,1
2022-04-03,1347.693,75.432,1644.9189999999999,1860.506,1382.962,1816.469,120.815,61.846000000000004,122.149,2367.376,2269.685,2387.461,1583.8530000000003,1607.1118,88.94928571428571,81.75015333333333,2669.4871428571428,2613.5248,6,4,1
2022-04-04,1782.134,72.108,2625.199,1347.693,1593.404,1840.368,75.432,86.87299999999999,95.339,1644.9189999999999,3772.798,1804.666,1610.8144285714286,1605.1706666666664,86.84,80.97578666666666,2505.544428571429,2640.8759,0,4,0
2022-04-05,1674.761,99.53,2121.724,1782.134,1478.195,1449.733,72.108,62.491,93.742,2625.199,2897.538,2321.118,1638.8952857142856,1612.6716,92.13128571428571,81.16872,2394.7138571428573,2634.2294333333334,1,4,0
2022-04-06,1655.26,53.388999999999996,3719.925,1674.761,1550.573,1709.271,99.53,57.43,77.032,2121.724,3031.169,2695.145,1653.8505714285714,1610.8712333333335,91.554,80.38062,2493.1075714285716,2668.3887666666665,2,4,0
2022-04-07,1857.704,105.41799999999999,3032.533,1655.26,1704.643,1670.78,53.388999999999996,169.876,21.527,3719.925,2504.17,3114.671,1675.7164285714284,1617.102033333333,82.3457142857143,83.17698666666666,2568.588,2665.650833333333,3,4,0
2022-04-08,1903.902,81.848,2502.676,1857.704,1551.9569999999999,1769.183,105.41799999999999,49.728,88.994,3032.533,2468.44,2757.847,1725.9942857142855,1621.5926666666667,86.9342857142857,82.93878666666666,2573.478857142857,2657.1451333333334,4,4,0
2022-04-09,2034.235,100.088,1900.755,1903.902,1860.506,1688.9089999999999,81.848,120.815,96.839,2502.676,2367.376,3289.687,1750.8127142857143,1633.1035333333334,83.97328571428571,83.04708666666667,2506.818714285714,2610.8474,5,4,1
2022-04-10,1125.865,77.107,2033.764,2034.235,1347.693,1645.871,100.088,75.432,149.792,1900.755,1644.9189999999999,2214.951,1719.1229999999998,1615.77,84.21257142857144,80.62425333333334,2562.368,2604.8078333333333,6,4,1
2022-04-11,999.685,47.866,2505.017,1125.865,1782.134,1639.784,77.107,72.108,57.3196,2033.764,2625.199,2973.646,1607.3445714285713,1594.4333666666669,80.74942857142857,80.30913333333334,2545.1991428571428,2589.1868666666664,0,4,0
2022-04-12,1612.173,36.138999999999996,3843.431,999.685,1674.761,1519.866,47.866,99.53,51.906,2505.017,2121.724,1798.299,1598.4034285714285,1597.5102666666667,71.69357142857142,79.78356666666666,2791.1572857142855,2657.3579333333337,1,4,0
2022-04-13,1919.33,48.712,2588.302,1612.173,1655.26,1862.735,36.138999999999996,53.388999999999996,63.334,3843.431,3719.925,2479.502,1636.1277142857143,1599.3967666666665,71.02542857142858,79.29616666666668,2629.496857142857,2660.9846000000002,2,4,0
2022-04-14,2179.27,48.528999999999996,2526.478,1919.33,1857.704,1653.221,48.712,105.41799999999999,62.636,2588.302,3032.533,2483.375,1682.0657142857142,1616.9317333333333,62.89842857142857,78.82593333333334,2557.2032857142863,2662.421366666667,3,4,0
2022-04-15,1744.218,48.596000000000004,1684.186,2179.27,1903.902,1503.11,48.528999999999996,81.848,49.897999999999996,2526.478,2502.676,3319.771,1659.2537142857143,1624.9686666666666,58.14814285714285,78.78253333333333,2440.276142857143,2607.901866666667,4,4,0
2022-04-16,1752.681,22.383,1512.413,1744.218,2034.235,1574.306,48.596000000000004,100.088,54.803,1684.186,1900.755,2692.485,1619.0317142857143,1630.9145,47.04742857142857,77.70186666666667,2384.798714285714,2568.5661333333333,5,4,1
2022-04-17,1290.153,46.409,2292.518,1752.681,1125.865,1639.502,22.383,77.107,64.824,1512.413,2033.764,2558.3269999999998,1642.5014285714285,1619.2695333333334,42.662,77.08803333333334,2421.7635714285716,2559.7058333333334,6,4,1
2022-04-18,1723.629,62.096000000000004,3054.286,1290.153,999.685,1813.478,46.409,47.866,196.211,2292.518,2505.017,1816.27,1745.922,1616.2745666666667,44.694857142857146,72.61753333333334,2500.2305714285717,2600.973033333333,0,4,0
2022-04-19,1669.353,40.656,2605.61,1723.629,1612.173,1377.583,62.096000000000004,36.138999999999996,132.464,3054.286,3843.431,1520.571,1754.0905714285714,1626.0002333333332,45.34014285714286,69.55726666666666,2323.3990000000003,2637.141,1,4,0
2022-04-20,1694.4845,63.17,3562.139,1669.353,1919.33,1523.004,40.656,48.712,95.22,2605.61,2588.302,2954.396,1721.9697857142855,1631.7162500000002,47.40557142857143,68.48893333333334,2462.5185714285717,2657.3991000000005,2,4,0
2022-04-21,1640.236,38.822,3031.12,1694.4845,2179.27,1426.059,63.17,48.528999999999996,70.851,3562.139,2526.478,3162.3559999999998,1644.9649285714283,1638.8554833333333,46.018857142857144,67.4213,2534.610285714286,2653.024566666667,3,4,0
2022-04-22,1784.144,103.828,2513.46,1640.236,1744.218,1369.773,38.822,48.596000000000004,42.977000000000004,3031.12,1684.186,2809.098,1650.668642857143,1652.66785,53.90914285714286,69.44966666666666,2653.0780000000004,2643.1699666666664,4,4,0
2022-04-23,2129.037,219.482,2692.818,1784.144,1752.681,1646.997,103.828,22.383,83.834,2513.46,1512.413,2854.641,1704.4337857142857,1668.73585,82.06614285714285,73.97126666666666,2821.7072857142857,2637.7758666666664,5,4,1
2022-04-24,1469.727,41.556000000000004,1681.42,2129.037,1290.153,1686.97,219.482,46.409,93.277,2692.818,2292.518,2661.563,1730.087214285714,1661.494416666667,81.37285714285714,72.24723333333333,2734.4075714285714,2605.1044333333334,6,4,1
2022-04-25,1603.687,50.51,2916.309,1469.727,1723.629,1732.918,41.556000000000004,62.096000000000004,25.194,1681.42,3054.286,3167.264,1712.9526428571426,1657.1867166666666,79.71771428571428,73.09110000000001,2714.6965714285716,2596.7392666666665,0,4,0
2022-04-26,1659.818,22.464,3240.732,1603.687,1669.353,1382.962,50.51,40.656,61.846000000000004,2916.309,2605.61,2269.685,1711.5905,1666.4152499999998,77.11885714285715,71.77836666666667,2805.4282857142857,2629.1075,1,4,0
2022-04-27,1651.836,33.876999999999995,2873.301,1659.818,1694.4845,1593.404,22.464,63.17,86.87299999999999,3240.732,3562.139,3772.798,1705.497857142857,1668.3629833333334,72.93414285714286,70.01183333333333,2707.022857142857,2599.1242666666667,2,4,0
2022-04-28,1705.968,48.150000000000006,2531.504,1651.836,1640.236,1478.195,33.876999999999995,38.822,62.491,2873.301,3031.12,2897.538,1714.8881428571428,1675.9554166666667,74.2667142857143,69.5338,2635.649142857143,2586.923133333333,3,4,0
2022-04-29,1790.746,61.197,2516.927,1705.968,1784.144,1550.573,48.150000000000006,103.828,57.43,2531.504,2513.46,3031.169,1715.8312857142857,1683.9611833333333,68.17657142857142,69.65936666666667,2636.1444285714288,2569.7817333333337,4,4,0
2022-04-30,2083.674,107.939,1958.773,1790.746,2129.037,1704.643,61.197,219.482,169.876,2516.927,2692.818,2504.17,1709.3508571428572,1696.5955500000002,52.24185714285715,67.5948,2531.2808571428573,2551.601833333333,5,4,1
2022-05-01,1402.825,101.334,1422.959,2083.674,1469.727,1551.9569999999999,107.939,41.556000000000004,49.728,1958.773,1681.42,2468.44,1699.7934285714284,1691.6244833333333,60.78157142857143,69.315,2494.3578571428575,2516.7524666666664,6,5,1
2022-05-02,1396.354,37.65,3028.777,1402.825,1603.687,1860.506,101.334,50.51,120.815,1422.959,2916.309,2367.376,1670.1744285714285,1676.15275,58.94442857142857,66.54283333333333,2510.4247142857143,2538.7991666666667,0,5,0
2022-05-03,1862.358,61.673,2529.16,1396.354,1659.818,1347.693,37.65,22.464,75.432,3028.777,3240.732,1644.9189999999999,1699.1087142857143,1693.3082499999998,64.54571428571428,66.0842,2408.771571428572,2568.273866666667,1,5,0
2022-05-04,1541.373,42.116,2685.376,1862.358,1651.836,1782.134,61.673,33.876999999999995,72.108,2529.16,2873.301,2625.199,1683.3282857142858,1685.2828833333333,65.72271428571428,65.08446666666667,2381.9251428571433,2570.279766666667,2,5,0
2022-05-05,1913.009,46.57,2816.476,1541.373,1705.968,1674.761,42.116,48.150000000000006,99.53,2685.376,2531.504,2121.724,1712.9055714285714,1693.2244833333332,65.497,63.31913333333333,2422.6354285714287,2593.438166666667,3,5,0
2022-05-06,1555.272,97.02199999999999,2457.693,1913.009,1790.746,1655.26,46.57,61.197,53.388999999999996,2816.476,2516.927,3719.925,1679.2664285714286,1689.89155,70.61485714285713,64.77356666666667,2414.1734285714288,2551.363766666667,4,5,0
2022-05-07,2109.856,56.336000000000006,1729.771,1555.272,2083.674,1857.704,97.02199999999999,107.939,105.41799999999999,2457.693,1958.773,3032.533,1683.006714285714,1698.2966166666668,63.242999999999995,63.1375,2381.458857142857,2507.938366666667,5,5,1
2022-05-08,1584.038,41.065999999999995,1179.033,2109.856,1402.825,1903.902,56.336000000000006,101.334,81.848,1729.771,1422.959,2502.676,1708.8942857142854,1687.6344833333335,54.63328571428571,61.7781,2346.612285714286,2463.8169333333335,6,5,1
2022-05-09,1576.502,53.376,3197.656,1584.038,1396.354,2034.235,41.065999999999995,37.65,100.088,1179.033,3028.777,1900.755,1734.6297142857143,1672.3767166666667,56.87985714285714,60.22103333333334,2370.737857142857,2507.046966666667,0,5,0
2022-05-10,1757.274,5.243,3212.931,1576.502,1862.358,1125.865,53.376,61.673,77.107,3197.656,2529.16,2033.764,1719.617714285714,1693.4236833333334,48.81842857142857,57.82556666666666,2468.419428571429,2546.352533333333,1,5,0
2022-05-11,1699.967,42.620000000000005,4363.132,1757.274,1541.373,999.685,5.243,42.116,47.866,3212.931,2685.376,2505.017,1742.274,1716.7664166666664,48.89042857142857,57.6507,2708.0988571428575,2608.2897000000003,2,5,0
2022-05-12,1959.155,40.896,2419.156,1699.967,1913.009,1612.173,42.620000000000005,46.57,36.138999999999996,4363.132,2816.476,3843.431,1748.8662857142858,1728.3324833333334,48.07985714285714,57.809266666666666,2651.3388571428573,2560.8138666666664,3,5,0
2022-05-13,1727.7259999999999,53.483000000000004,2462.13,1959.155,1555.272,1919.33,40.896,97.02199999999999,48.712,2419.156,2457.693,2588.302,1773.5025714285712,1721.9456833333331,41.86,57.9683,2651.9727142857146,2556.6081333333336,4,5,0
2022-05-14,1873.64,75.551,1495.02,1727.7259999999999,2109.856,2179.27,53.483000000000004,56.336000000000006,48.528999999999996,2462.13,1729.771,2526.478,1739.7574285714286,1711.7580166666667,44.605000000000004,58.86903333333334,2618.436857142857,2522.2261999999996,5,5,1
2022-05-15,1364.503,44.527,1508.666,1873.64,1584.038,1744.218,75.551,41.065999999999995,48.596000000000004,1495.02,1179.033,1684.186,1708.3952857142854,1699.10085,45.099428571428575,58.733399999999996,2665.527285714286,2516.375533333333,6,5,1
2022-05-16,1687.61,55.504,2668.241,1364.503,1576.502,1752.681,44.527,53.376,22.383,1508.666,3197.656,1512.413,1724.267857142857,1696.9318166666667,45.40342857142857,59.83743333333334,2589.896571428571,2554.9031333333337,0,5,0
2022-05-17,1587.523,14.465,3473.1730000000002,1687.61,1757.274,1290.153,55.504,5.243,46.409,2668.241,3212.931,2292.518,1700.017714285714,1706.8441500000001,46.72085714285714,58.77263333333334,2627.074,2594.2583,1,5,0
2022-05-18,1685.038,47.696,2866.364,1587.523,1699.967,1723.629,14.465,42.620000000000005,62.096000000000004,3473.1730000000002,4363.132,3054.286,1697.885,1705.5577833333334,47.44599999999999,58.292633333333335,2413.25,2587.9942333333333,2,5,0
2022-05-19,1801.766,53.429,2398.16,1685.038,1959.155,1669.353,47.696,40.896,40.656,2866.364,2419.156,2605.61,1675.400857142857,1709.9715499999998,49.236428571428576,58.718399999999995,2410.2505714285717,2581.0792333333334,3,5,0
2022-05-20,1634.987,39.343,1907.083,1801.766,1727.7259999999999,1694.4845,53.429,53.483000000000004,63.17,2398.16,2462.13,3562.139,1662.1524285714283,1707.9883,47.21642857142858,57.92416666666667,2330.958142857143,2525.9107,4,5,0
2022-05-21,1645.229,27.965,1532.433,1634.987,1873.64,1640.236,39.343,75.551,38.822,1907.083,1495.02,3031.12,1629.5222857142855,1708.1547333333333,40.41842857142857,57.562266666666666,2336.302857142857,2475.954466666667,5,5,1
2022-05-22,1410.307,99.487,1055.587,1645.229,1364.503,1784.144,27.965,44.527,103.828,1532.433,1508.666,2513.46,1636.0657142857142,1695.6935,48.26985714285714,57.417566666666666,2271.577285714286,2427.3587,6,5,1
2022-05-23,1485.7839999999999,36.176,2582.75,1410.307,1687.61,2129.037,99.487,55.504,219.482,1055.587,2668.241,2692.818,1607.2334285714285,1674.2517333333333,45.508714285714284,51.30736666666667,2259.3642857142854,2423.6897666666673,0,5,0
2022-05-24,1643.517,34.204,2293.155,1485.7839999999999,1587.523,1469.727,36.176,14.465,41.556000000000004,2582.75,3473.1730000000002,1681.42,1615.2325714285712,1680.0447333333332,48.32857142857143,51.0623,2090.790285714286,2444.080933333333,1,5,0
2022-05-25,1557.259,40.712,2939.276,1643.517,1685.038,1603.687,34.204,47.696,50.51,2293.155,2866.364,2916.309,1596.9784285714286,1678.4971333333333,47.33085714285715,50.735699999999994,2101.2062857142855,2444.8465,2,5,0
2022-05-26,1841.915,23.959,3279.527,1557.259,1801.766,1659.818,40.712,53.429,22.464,2939.276,2398.16,3240.732,1602.714,1684.5670333333333,43.12085714285714,50.78553333333333,2227.1158571428573,2446.139666666667,3,5,0
2022-05-27,1855.373,21.201,2589.907,1841.915,1634.987,1651.836,23.959,39.343,33.876999999999995,3279.527,1907.083,2873.301,1634.1977142857143,1691.3515999999997,40.52914285714286,50.36300000000001,2324.662142857143,2436.6932,4,5,0
2022-05-28,2023.897,79.121,1512.427,1855.373,1645.229,1705.968,21.201,27.965,48.150000000000006,2589.907,1532.433,2531.504,1688.2931428571426,1701.9492333333335,47.83714285714286,51.39536666666667,2321.804142857143,2402.7239666666665,5,5,1
2022-05-29,1341.472,42.399,1566.951,2023.897,1410.307,1790.746,79.121,99.487,61.197,1512.427,1055.587,2516.927,1678.4595714285713,1686.973433333333,39.681714285714285,50.768766666666664,2394.8561428571434,2371.0580999999997,6,5,1
2022-05-30,1656.245,12.707,2793.7889999999998,1341.472,1485.7839999999999,2083.674,42.399,36.176,107.939,1566.951,2582.75,1958.773,1702.8111428571428,1672.7258,36.329,47.59436666666667,2425.004571428571,2398.891966666667,0,5,0
2022-05-31,1751.979,28.433,2741.451,1656.245,1643.517,1402.825,12.707,34.204,101.334,2793.7889999999998,2293.155,1422.959,1718.3057142857142,1684.3642666666667,35.504571428571424,45.16433333333334,2489.0468571428573,2442.8417,1,5,0
2022-06-01,1888.681,68.862,3554.742,1751.979,1557.259,1396.354,28.433,40.712,37.65,2741.451,2939.276,3028.777,1765.651714285714,1700.7751666666668,39.526,46.20473333333333,2576.9705714285715,2460.373866666667,2,6,0
2022-06-02,1783.398,48.644,2587.476,1888.681,1841.915,1862.358,68.862,23.959,61.673,3554.742,3279.527,2529.16,1757.2921428571426,1698.1431666666665,43.05242857142857,45.77043333333333,2478.1061428571434,2462.3177333333338,3,6,0
2022-06-03,1674.262,26.555999999999997,2011.501,1783.398,1855.373,1541.373,48.644,21.201,42.116,2587.476,2589.907,2685.376,1731.4191428571428,1702.5728000000001,43.81742857142857,45.25176666666666,2395.476714285714,2439.855233333333,4,6,0
2022-06-04,1770.515,53.183,1841.869,1674.262,2023.897,1913.009,26.555999999999997,79.121,46.57,2011.501,1512.427,2816.476,1695.221714285714,1697.8229999999999,40.112,45.4722,2442.539857142857,2407.3683333333333,5,6,1
2022-06-05,1380.25,48.546,727.652,1770.515,1341.472,1555.272,53.183,42.399,97.02199999999999,1841.869,1566.951,2457.693,1700.7614285714283,1691.9889333333333,40.99014285714286,43.85633333333333,2322.6400000000003,2349.7003,6,6,1
2022-06-06,1407.49,26.137,2766.213,1380.25,1656.245,2109.856,48.546,12.707,56.336000000000006,727.652,2793.7889999999998,1729.771,1665.2250000000001,1668.576733333333,42.90871428571428,42.8497,2318.7005714285715,2384.2483666666667,0,6,0
2022-06-07,1631.136,12.379,3038.44,1407.49,1751.979,1584.038,26.137,28.433,41.065999999999995,2766.213,2741.451,1179.033,1647.961714285714,1670.1466666666668,40.61528571428572,41.89346666666667,2361.1275714285716,2446.2286,1,6,0
2022-06-08,1598.223,47.05,2848.683,1631.136,1888.681,1576.502,12.379,68.862,53.376,3038.44,3554.742,3197.656,1606.4677142857142,1670.8707,37.49928571428571,41.6826,2260.2619999999997,2434.5961666666667,2,6,0
2022-06-09,1779.056,18.977,2457.794,1598.223,1783.398,1757.274,47.05,48.644,5.243,2848.683,2587.476,3212.931,1605.8474285714285,1671.5967666666666,33.26114285714286,42.1404,2241.736,2409.4249333333332,3,6,0
2022-06-10,1894.4,81.853,2148.003,1779.056,1674.262,1699.967,18.977,26.555999999999997,42.620000000000005,2457.794,2011.501,4363.132,1637.295714285714,1678.0778666666665,41.160714285714285,43.448166666666665,2261.2362857142857,2335.5873,4,6,0
2022-06-11,1872.261,90.312,2377.162,1894.4,1770.515,1959.155,81.853,53.183,40.896,2148.003,1841.869,2419.156,1651.830857142857,1675.1814,46.46485714285715,45.09536666666666,2337.7067142857145,2334.1875,5,6,1
2022-06-12,2263.3,68.008,1757.681,1872.261,1380.25,1727.7259999999999,90.312,48.546,53.483000000000004,2377.162,727.652,2462.13,1777.9808571428568,1693.0338666666669,49.24514285714286,45.57953333333333,2484.853714285714,2310.705866666666,6,6,1
2022-06-13,906.454,5.434,1148.268,2263.3,1407.49,1873.64,68.008,26.137,75.551,1757.681,2766.213,1495.02,1706.4042857142856,1660.794333333333,46.287571428571425,43.24229999999999,2253.718714285714,2299.147466666667,0,6,0
2022-06-14,287.732,1.091,494.464,906.454,1631.136,1364.503,5.434,12.379,44.527,1148.268,3038.44,1508.666,1514.4894285714286,1624.9019666666668,44.675,41.79443333333334,1890.2935714285716,2265.3407333333334,1,6,0
2022-06-15,72.146,0.9790000000000001,108.421,287.732,1598.223,1687.61,1.091,47.05,55.504,494.464,2848.683,2668.241,1296.4784285714284,1571.0531666666668,38.09342857142856,39.976933333333335,1498.8275714285714,2180.0134,2,6,0
2022-06-16,272.575,0.0,161.2,72.146,1779.056,1587.523,0.9790000000000001,18.977,14.465,108.421,2457.794,3473.1730000000002,1081.2668571428571,1527.2215666666666,35.38242857142857,39.49476666666667,1170.7427142857143,2069.6143,3,6,0
